bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
709,817,593,234,281,74,670,382,132,258,311,427,685,33,476,422,20,534,203,361,253,106,540,334,770,281,30,728,998,522,921,670,863
564,154,207,236,621,531,929,494,553,783,159,986,574,92,529,586,972,693,632,732,887,90,594,15,580,435,770,40,633,408,674,111,802
824,191,62,6,586,935,642,911,107,205,488,106,838,46,467,131,508,776,421,380,94,834,530,229,846,686,274,959,777,206,713,691,869
275,827,925,171,777,796,1,204,337,218,241,482,670,912,425,483,566,643,592,810,756,523,67,321,287,747,311,293,85,228,608,370,17
948,875,935,105,5,899,856,279,579,394,951,899,625,408,910,615,226,23,746,741,112,102,603,538,297,906,647,157,316,86,558,208,83
360,313,832,894,292,268,303,512,242,739,859,213,936,559,321,840,63,792,491,642,234,128,215,131,198,364,13,820,840,189,716,660,26
49,76,387,363,543,891,845,852,199,495,87,189,609,951,621,545,165,522,156,776,89,202,364,281,668,937,807,168,603,43,343,333,564
104,896,650,903,873,911,229,48,844,961,439,942,783,765,925,447,511,1,240,888,738,709,606,853,149,517,854,104,340,570,579,670,659
903,783,586,608,289,981,294,754,9,196,744,601,918,966,323,809,278,102,796,609,33,432,551,817,994,481,763,675,901,355,263,684,145
100,637,460,694,387,845,114,252,321,337,492,398,884,51,612,606,906,323,495,145,280,106,296,188,379,860,352,893,727,631,186,430,788
455,720,667,356,111,35,160,164,611,806,989,839,674,535,336,457,523,737,743,277,846,418,547,227,241,805,274,716,784,578,616,904,416
31,82,549,403,538,655,485,645,19,863,806,824,647,758,886,649,370,938,125,241,431,548,574,896,237,936,950,386,929,760,133,872,440
971,703,787,166,419,573,509,580,27,253,905,712,441,261,765,864,175,758,479,949,355,774,78,699,742,520,372,680,297,645,341,972,631
364,513,831,906,586,200,954,790,526,412,565,778,860,452,96,537,862,541,807,622,149,458,8,480,531,896,645,444,537,579,263,662,889
614,779,935,32,198,956,209,613,50,291,248,721,33,832,384,132,720,125,971,349,4,478,441,317,43,649,871,957,839,449,541,630,737
505,306,67,245,812,320,299,85,953,750,306,81,295,353,501,624,485,671,699,495,973,461,864,443,852,940,112,970,228,616,667,285,97
749,364,941,597,221,532,241,619,334,306,255,718,740,598,823,646,419,207,495,772,7,355,564,759,303,750,76,180,312,447,821,306,636
934,377,22,233,988,778,81,277,757,199,180,9,814,992,360,724,810,513,368,743,567,158,288,135,995,364,190,610,624,773,28,577,369
270,496,375,69,792,134,579,589,77,942,519,278,175,678,476,840,267,675,57,95,909,668,103,334,191,4,407,550,340,603,104,583,748
532,858,756,398,952,86,998,197,768,916,334,126,330,765,437,887,709,857,387,198,671,474,62,213,86,448,444,442,938,299,251,81,360
911,997,321,596,964,424,372,879,490,730,774,339,263,405,723,338,218,204,51,277,884,767,511,942,181,775,45,605,864,852,591,59,185
897,160,173,134,426,620,193,598,868,231,318,430,1,758,478,400,431,209,586,324,544,20,637,945,729,36,117,419,314,734,727,350,339
756,380,517,894,268,999,770,481,140,916,810,550,417,343,346,410,877,298,864,490,53,158,219,841,742,504,30,260,526,902,802,810,975
118,608,221,149,207,846,993,612,853,675,193,182,477,994,496,611,155,114,285,496,697,46,433,337,757,316,365,453,847,239,186,865,320
835,69,899,701,521,279,753,562,821,418,270,545,501,453,480,161,52,561,624,208,410,243,263,61,474,36,78,920,662,351,639,228,541
831,609,702,524,895,929,541,940,133,308,495,962,733,831,383,855,752,295,151,841,634,134,822,599,814,624,187,223,434,415,673,702,701
294,975,800,58,63,137,727,232,113,643,715,666,116,771,482,415,129,902,324,828,347,243,804,370,839,964,343,993,670,604,843,939,788
209,572,924,749,945,542,807,507,165,750,286,524,463,594,224,912,307,438,657,670,421,90,751,504,257,648,574,265,470,472,134,854,918
90,487,229,668,967,174,369,843,280,39,706,313,374,759,272,751,237,985,220,638,905,810,118,478,898,209,40,504,785,428,569,93,639
391,211,914,741,450,15,333,318,282,744,966,306,320,721,850,73,199,861,250,298,639,307,369,406,727,255,806,762,80,103,63,550,230
949,194,998,591,632,571,60,977,543,217,151,492,752,569,148,199,618,731,758,537,826,992,993,25,793,116,492,240,643,755,421,83,484
539,555,161,635,338,791,325,261,197,737,8,743,653,918,176,485,437,720,997,188,826,863,235,738,883,642,146,251,513,511,812,159,1000
942,862,529,44,949,204,377,568,320,651,259,26,76,73,549,264,908,328,20,138,972,368,731,757,704,391,822,367,778,683,401,615,485
578,284,282,772,62,256,105,847,534,65,399,903,397,968,460,811,181,497,819,754,422,180,57,613,918,325,456,624,96,127,469,860,888
594,827,928,376,530,420,44,476,493,416,672,116,761,331,687,71,430,389,479,33,324,807,349,511,207,439,609,887,478,232,78,935,655
553,559,728,296,543,710,601,781,529,571,42,513,370,624,57,549,507,10,914,239,403,899,307,559,172,241,98,447,767,820,5,924,792
33,405,860,50,504,530,135,328,167,164,612,942,799,717,160,510,248,478,470,357,508,192,929,196,894,109,231,148,758,150,693,333,828
572,181,183,400,85,171,924,686,692,537,684,659,349,570,93,751,583,420,285,214,260,862,868,461,34,935,828,905,499,775,923,361,416
320,406,829,88,718,450,160,418,318,912,768,105,396,550,781,363,651,732,236,409,311,786,777,924,495,554,437,136,561,98,346,201,213
638,835,560,437,566,795,116,708,560,821,140,626,363,840,143,676,182,170,115,443,523,708,983,843,494,77,699,953,739,803,229,215,71
644,199,920,750,222,86,461,692,414,588,135,177,486,89,623,593,204,524,186,995,898,364,756,636,119,851,961,791,67,404,747,592,306
592,175,291,996,971,6,544,688,862,213,269,355,727,50,394,231,286,793,557,628,45,794,724,561,755,918,63,695,940,895,231,575,196
726,652,853,435,2,290,7,955,103,933,787,504,26,224,182,712,990,791,13,527,730,580,754,501,750,533,773,784,471,975,356,522,503
41,258,251,963,103,539,366,463,90,484,711,630,659,489,755,60,273,157,907,212,522,690,309,560,365,265,650,126,106,987,449,95,812
469,405,964,67,28,562,345,814,375,605,81,385,869,428,579,765,791,861,279,809,215,516,584,278,115,819,236,772,61,586,540,256,951
464,614,180,778,182,599,617,82,67,310,479,352,273,267,321,35,480,828,320,862,735,647,339,712,825,815,913,892,367,619,426,217,512
861,468,406,932,469,975,215,596,339,461,623,315,30,865,721,439,801,480,145,330,98,137,788,531,114,582,208,957,403,552,241,31,875
470,853,127,185,686,985,658,213,458,308,729,286,369,506,863,560,68,685,335,426,247,256,294,977,453,522,328,248,880,362,459,612,299
312,302,140,893,775,633,833,204,111,690,5,99,79,829,700,142,313,788,21,889,468,113,805,491,406,65,525,314,366,297,960,403,484
793,876,663,726,287,15,255,591,863,566,317,82,963,915,376,689,784,668,41,638,99,162,598,688,995,628,243,656,520,891,965,304,129
399,649,164,411,14,749,969,162,918,538,681,816,705,719,920,710,509,566,728,748,375,220,532,976,482,196,237,336,743,103,997,842,475
806,409,215,804,543,844,996,415,168,461,749,921,380,686,50,341,182,402,17,890,823,103,735,403,422,634,165,22,867,534,38,343,248
250,351,761,140,431,646,511,621,942,549,932,380,302,963,836,83,701,397,566,794,16,678,682,462,586,813,315,488,576,91,437,700,923
128,296,789,150,13,183,358,633,568,735,186,381,890,776,911,541,842,402,801,327,897,389,483,405,328,651,997,502,108,760,240,616,629
109,87,444,202,139,719,207,195,763,582,501,483,449,550,987,179,880,342,922,338,360,49,399,958,862,844,596,86,330,548,405,1000,704
771,314,273,509,377,133,71,868,860,504,381,770,771,587,347,805,769,9,391,571,421,957,519,24,951,252,973,791,645,310,166,793,198
239,122,244,76,391,16,851,462,922,546,881,467,459,488,578,597,807,293,283,964,752,899,365,636,934,919,544,803,979,183,698,61,718
459,82,349,803,967,838,551,765,649,795,100,463,840,576,514,838,850,286,985,934,542,571,154,134,23,9,927,807,623,549,538,913,104
657,814,218,892,443,44,415,685,643,984,283,449,550,913,841,77,168,162,387,440,895,820,221,756,896,159,924,808,462,269,809,984,618
19,225,324,839,590,321,917,65,559,14,335,471,834,892,226,925,776,808,444,460,205,662,275,262,429,358,294,857,9,752,854,38,319
350,56,760,169,398,116,911,4,891,682,727,355,65,929,622,250,28,664,392,960,551,157,715,904,943,899,967,588,620,517,612,26,139
640,768,278,914,950,36,542,1000,274,887,950,157,187,150,283,764,752,402,102,446,819,713,824,282,671,462,815,61,493,886,138,382,394
329,737,574,131,352,503,977,989,626,973,207,375,575,781,314,682,494,874,654,496,19,882,758,514,394,196,767,319,699,111,37,909,440
469,711,96,815,200,130,630,304,318,159,522,296,644,500,228,498,814,255,693,115,45,410,873,857,97,990,468,223,203,736,311,887,417
352,343,216,99,923,753,1,120,179,812,835,626,536,727,537,968,302,477,976,559,643,900,412,964,76,865,777,307,95,845,386,470,754
766,420,706,814,155,569,935,507,113,13,685,295,506,286,973,741,835,187,150,332,147,896,175,867,762,10,509,821,998,977,782,85,661
879,161,766,919,789,619,215,796,643,20,103,475,359,519,650,977,795,416,932,580,730,606,269,549,84,857,129,652,28,34,162,384,180
593,694,494,489,490,410,572,683,974,393,877,967,753,1000,7,283,156,183,313,443,54,122,493,242,973,835,476,304,76,537,737,941,827
787,114,981,941,838,229,841,356,1,989,750,195,39,940,868,548,965,366,332,233,687,596,458,90,97,589,654,969,118,308,682,934,615
943,757,31,758,263,782,870,36,928,813,507,169,258,90,650,757,539,269,34,761,285,732,78,75,888,937,375,667,978,730,970,330,255
326,835,799,242,763,564,433,911,236,598,399,849,910,729,808,736,920,468,917,143,685,203,237,236,814,554,693,30,80,909,70,319,382
695,471,36,47,814,832,464,572,383,671,528,561,198,940,197,570,338,327,994,284,686,931,445,636,194,117,586,569,95,378,271,522,259
225,609,48,382,747,124,828,894,845,427,447,79,412,587,673,766,561,659,159,582,206,494,672,844,630,376,362,242,972,546,217,656,468
112,696,997,497,787,277,703,37,640,775,900,742,672,558,533,209,597,827,269,603,860,77,570,898,524,805,817,750,778,261,838,724,124
6,649,25,415,129,448,168,924,383,886,861,646,613,661,502,219,392,97,441,139,449,993,115,251,398,95,881,599,248,594,787,210,81
588,372,245,260,496,588,169,593,575,304,295,104,781,694,15,40,275,929,734,153,106,305,530,862,399,965,38,969,355,492,175,318,181
463,22,511,990,788,25,57,336,188,950,186,253,441,864,306,586,122,836,809,156,900,575,838,947,444,884,714,176,639,202,97,175,787
697,340,396,301,472,566,820,16,408,412,279,197,984,510,198,221,669,362,843,317,107,738,17,410,882,873,381,677,911,80,499,633,862
726,14,367,828,332,255,46,349,76,955,720,931,247,657,222,246,442,898,624,253,770,405,235,422,331,815,909,170,31,669,93,440,648
256,181,520,550,613,154,433,591,587,20,976,917,723,439,450,607,392,734,666,109,312,558,827,964,716,346,287,346,935,592,551,448,707
572,780,424,242,30,996,403,556,143,96,768,298,237,134,814,494,647,162,941,696,743,546,875,115,863,372,308,196,49,180,278,391,12
30,867,561,86,107,870,22,383,513,942,565,325,5,791,340,571,506,88,508,723,740,885,608,747,934,938,493,543,280,793,361,626,790
17,63,73,394,899,240,83,461,978,312,599,422,597,129,861,138,932,333,296,313,160,819,909,936,132,436,567,543,579,882,880,534,301
949,433,578,774,35,802,819,801,996,847,800,135,585,105,171,302,637,26,610,510,6,223,76,333,336,582,494,319,553,500,106,254,140
866,18,594,278,348,746,399,743,874,942,935,348,748,487,968,926,469,261,584,936,554,579,207,257,834,990,792,716,528,692,201,924,131
813,582,892,27,584,8,954,117,241,28,726,897,112,995,808,918,91,819,170,223,445,606,978,305,813,795,181,54,960,473,701,1,229
373,244,80,727,264,688,241,191,94,513,393,68,919,795,98,258,600,433,398,714,762,346,476,812,794,773,755,626,669,9,842,448,654
432,131,853,418,850,266,106,458,948,805,277,307,680,774,115,92,852,363,553,474,623,743,395,978,449,828,652,935,458,301,285,646,392
179,541,540,686,871,800,828,331,662,562,81,998,829,922,672,992,332,743,315,274,165,563,454,696,964,105,949,989,560,736,51,741,246
43,643,847,73,436,983,374,401,792,102,982,184,885,338,874,975,553,474,977,992,730,116,984,637,174,121,668,298,978,508,562,565,808
791,469,93,355,251,516,425,96,764,535,323,265,193,349,808,337,508,997,169,430,506,793,620,90,411,356,278,504,897,415,26,482,977
158,406,803,891,793,991,815,580,101,527,68,814,744,222,29,346,808,412,642,505,490,93,771,885,468,296,44,718,271,326,847,927,357
9,889,743,435,313,30,591,128,973,812,287,116,202,608,765,436,936,582,188,366,482,703,187,524,708,398,527,374,660,12,92,322,489
33,3,617,435,325,210,941,873,630,602,694,852,951,549,387,694,136,919,183,754,184,356,462,210,309,437,51,143,669,309,143,740,817
767,1000,885,213,914,859,268,40,621,315,173,159,10,169,250,416,942,687,617,196,464,705,973,116,521,205,852,692,699,410,436,27,560
275,978,16,605,607,319,935,592,593,95,100,76,378,206,124,479,814,916,276,832,25,423,877,281,222,430,491,744,885,273,56,719,869
207,502,369,753,435,909,629,239,392,670,34,149,269,238,402,325,481,136,21,880,949,933,46,862,751,691,795,2,688,327,490,309,650
347,762,905,389,276,323,369,784,55,246,299,391,822,202,256,57,96,142,474,691,332,463,140,265,78,640,229,692,344,479,121,554,595
856,241,581,267,999,730,750,608,915,642,987,85,557,441,877,35,765,767,26,836,940,215,302,154,364,809,783,452,405,602,918,267,769
290,52,621,721,134,437,744,766,403,283,270,665,234,188,969,770,849,750,752,620,488,411,864,333,987,174,63,248,519,834,724,941,680
235,56,538,488,677,950,337,698,459,143,116,398,534,794,373,649,384,154,890,475,998,851,665,678,543,912,246,972,923,997,97,41,401
796,631,573,623,63,180,772,105,434,596,666,593,74,448,718,316,47,820,719,929,637,451,622,869,678,920,761,418,675,107,160,872,149
880,715,782,48,333,241,559,883,302,536,944,969,193,643,807,12,283,884,604,43,91,252,734,482,315,548,85,354,2,998,661,961,757
731,495,477,5,256,795,516,470,122,278,738,914,778,131,842,271,80,761,879,84,386,122,984,87,25,540,548,186,937,975,317,422,871
74,351,88,886,563,966,72,617,745,585,857,951,188,432,246,867,77,480,465,676,643,96,203,813,768,726,367,830,616,160,770,739,746
814,197,921,180,143,161,259,279,969,561,537,794,114,175,398,669,863,208,957,915,250,999,862,732,156,806,845,667,488,46,895,476,721
354,268,6,998,982,249,237,978,687,863,738,781,473,220,527,749,743,610,842,579,471,929,514,589,389,25,534,905,473,808,51,914,364
353,410,828,952,835,581,954,883,476,692,711,869,430,277,167,483,502,75,796,344,237,647,454,744,141,614,483,424,731,792,332,47,319
400,91,498,473,707,713,801,117,306,621,313,322,97,270,544,236,3,889,846,247,200,748,577,186,900,27,476,468,992,380,908,469,418
10,330,885,95,32,716,61,939,103,578,943,980,880,417,326,98,340,483,368,224,429,246,121,198,118,963,491,254,663,882,487,636,567
469,882,58,954,880,625,164,471,9,181,804,107,509,792,110,950,106,827,553,280,786,708,392,967,125,786,162,788,599,936,670,913,147
50,168,947,195,602,101,178,804,66,676,742,507,905,531,613,825,883,295,48,597,993,391,250,823,904,503,559,966,764,236,34,818,546
268,719,8,727,721,787,151,612,341,327,55,480,514,468,147,215,320,216,373,779,548,762,23,400,778,172,933,858,249,38,607,570,369
947,212,915,431,842,460,1,626,423,422,556,566,16,785,216,787,457,532,611,633,247,81,752,633,314,954,764,274,697,481,419,715,194
54,484,549,632,843,103,267,719,282,412,56,500,650,41,763,180,799,460,622,673,306,165,43,303,751,236,865,178,926,789,310,18,422
811,43,345,645,627,253,655,140,247,72,609,374,767,108,902,598,963,337,287,42,505,606,423,834,63,990,632,49,162,450,442,321,591
526,35,931,30,853,654,99,419,776,533,817,648,768,710,74,328,147,645,382,205,994,110,508,129,849,859,372,162,894,979,94,361,223
888,179,632,471,666,987,624,568,689,324,911,563,177,8,815,949,941,224,136,31,750,581,433,304,282,173,525,268,431,341,684,540,549
255,838,274,651,372,610,465,745,118,673,48,177,923,943,780,311,629,827,319,402,854,312,675,562,345,841,530,406,589,380,916,731,970
518,588,156,320,594,499,743,191,647,322,39,425,250,6,353,840,818,392,28,133,483,645,45,870,762,506,784,929,641,805,844,824,130
782,627,447,72,131,116,744,359,653,533,882,782,115,519,43,35,667,885,846,538,153,255,527,74,258,954,629,381,693,283,708,965,150
833,331,448,186,484,161,496,143,69,799,878,678,891,305,500,866,825,887,1000,189,539,639,233,919,972,807,363,502,304,716,95,573,482
913,985,975,349,593,60,858,243,677,531,64,868,71,407,779,673,657,147,7,857,724,200,955,715,1,99,183,822,667,418,42,720,189
838,736,323,566,885,867,212,648,917,447,921,615,760,652,408,166,705,560,547,829,619,434,558,259,900,163,740,789,860,144,492,89,560
219,289,699,816,763,817,619,610,166,704,473,391,237,839,111,359,778,744,821,432,242,776,732,244,662,199,307,653,602,268,3,355,691
215,905,974,900,964,604,557,53,748,174,678,245,772,740,174,807,379,461,700,804,841,715,609,351,954,648,28,993,193,654,748,650,522
223,931,977,886,178,603,252,935,917,220,209,117,998,983,133,405,921,77,326,85,38,423,534,651,510,442,291,635,361,342,243,294,442
754,728,246,296,792,958,622,368,473,233,187,893,955,590,854,495,128,972,30,335,983,969,214,902,433,335,911,647,593,76,757,579,989
713,760,693,24,359,757,980,13,439,282,174,142,716,278,597,575,878,857,990,807,169,380,655,694,618,883,423,729,578,683,557,604,684
624,226,586,38,15,517,884,740,22,603,832,177,252,832,328,990,247,330,869,497,566,386,31,354,184,4,980,554,105,569,67,246,751
841,879,574,118,98,629,1000,929,608,784,225,34,200,927,62,545,221,64,368,112,856,195,929,145,579,262,279,639,188,458,883,153,962
742,1000,723,690,335,178,649,21,460,925,823,742,640,537,568,786,920,115,814,452,341,480,988,368,48,821,475,15,861,539,265,580,575
424,325,858,866,461,551,253,829,103,619,704,652,980,592,415,185,909,92,122,8,202,471,883,476,166,839,935,937,646,296,286,80,906
131,807,231,559,950,380,402,997,791,144,897,899,40,998,698,503,822,651,768,539,125,77,96,343,503,237,358,986,905,887,913,533,818
912,561,945,717,870,970,18,483,871,472,808,61,70,344,868,49,483,735,602,365,478,583,573,597,908,549,639,55,175,152,62,955,249
357,975,758,666,374,859,381,597,231,503,366,212,113,365,846,423,676,518,344,341,34,537,627,719,497,277,778,588,792,109,658,113,910
795,557,375,690,187,488,644,536,476,858,181,198,445,544,915,267,761,713,643,898,214,820,388,676,394,791,630,464,875,952,147,730,419
991,245,239,569,47,65,843,91,869,769,420,820,434,815,886,989,353,756,511,669,498,895,603,936,735,882,411,552,652,288,919,676,47
11,393,434,181,195,838,148,806,561,778,165,469,696,139,148,690,925,741,211,10,316,895,855,517,501,129,716,286,229,910,787,264,113
523,280,111,400,30,847,619,438,777,593,379,724,837,818,12,832,119,126,275,706,436,859,965,55,143,87,38,602,204,835,689,860,380
60,443,792,364,497,405,677,117,626,302,455,535,12,684,241,692,426,565,383,794,642,506,86,309,255,323,140,425,507,348,285,699,359
641,696,400,992,389,89,50,464,920,265,981,273,591,423,153,800,147,318,236,122,466,20,187,933,804,652,856,969,82,81,92,579,437
499,426,434,712,246,815,884,904,371,6,400,361,238,257,872,691,856,206,7,853,786,180,323,614,187,146,108,951,127,462,929,235,894
699,720,884,124,96,755,802,28,579,701,229,406,649,294,801,133,896,807,480,244,879,78,434,1,694,728,872,324,796,834,634,496,375
678,604,954,294,333,483,247,146,330,931,667,98,294,281,745,9,633,700,431,285,776,441,537,779,588,457,792,708,262,280,367,181,489
889,642,807,251,944,7,548,139,417,123,24,486,891,431,679,198,34,850,749,727,243,850,69,532,168,999,325,420,661,386,409,566,157
736,979,347,105,143,754,116,215,580,854,103,45,158,556,975,60,326,830,157,143,757,340,962,71,308,7,903,618,468,954,893,348,414
927,21,244,731,760,932,372,141,938,259,465,734,85,809,958,980,416,602,224,433,782,412,836,654,308,106,765,603,645,436,5,881,503
446,619,356,247,905,878,781,750,334,745,904,626,484,587,618,992,391,845,246,837,306,580,258,395,138,54,57,931,731,570,202,471,587
785,332,2,127,133,328,110,279,30,425,6,916,787,794,419,136,597,137,356,329,62,170,570,763,159,437,354,778,158,638,695,130,100
157,637,449,111,472,554,770,724,174,742,595,861,626,73,568,38,434,219,259,879,212,642,297,156,437,220,744,91,189,807,211,792,894
709,131,329,318,979,910,456,634,962,109,954,552,408,598,126,150,39,709,72,286,304,546,73,559,233,160,175,968,630,330,262,171,183
398,676,7,890,416,206,791,965,114,770,826,851,717,742,685,311,760,484,560,793,407,75,798,51,219,157,969,232,334,257,805,994,638
676,92,951,709,30,67,129,430,561,301,823,290,450,580,113,414,61,212,793,400,915,96,534,958,517,822,526,537,985,605,806,616,521
44,636,64,472,28,691,580,7,408,570,654,527,103,647,470,472,8,911,384,515,218,359,673,598,132,824,220,853,850,778,867,525,189
596,974,446,138,718,451,102,589,993,462,937,942,360,277,391,76,787,458,281,50,605,151,906,3,486,181,956,464,81,332,511,332,631
970,878,933,557,34,497,311,467,642,573,617,535,578,774,973,942,877,49,772,52,798,326,328,991,493,870,13,868,552,824,821,426,852
67,354,39,607,216,656,42,487,15,519,47,791,517,27,186,632,465,340,448,703,936,617,446,312,87,383,108,859,143,563,967,417,937
906,780,265,15,56,30,455,541,326,783,169,688,288,154,221,774,552,218,443,430,428,73,839,886,294,832,644,314,818,499,236,106,676
13,593,921,111,37,148,149,297,548,320,397,742,766,654,739,957,69,138,65,732,337,46,209,865,887,325,311,376,407,214,791,594,862
601,3,198,939,227,226,462,323,296,321,660,853,26,202,277,379,216,361,544,372,38,321,655,60,239,27,127,14,963,107,530,456,308
818,603,282,841,110,89,697,552,987,884,223,563,965,712,941,25,644,880,320,295,840,165,449,690,338,472,730,618,214,34,704,727,685
273,298,476,191,995,849,744,420,426,453,914,203,375,631,730,408,266,429,992,3,90,652,979,852,466,209,689,954,218,618,152,731,980
488,454,276,635,503,128,780,221,175,488,609,135,541,412,525,563,254,611,985,806,265,495,878,203,921,685,673,153,929,753,275,720,244
329,27,183,779,275,979,784,701,821,963,613,565,292,944,219,354,883,219,367,708,94,648,682,970,763,467,626,15,870,388,236,814,927
896,878,59,923,635,638,681,656,571,2,702,28,18,79,330,490,700,818,788,432,144,932,671,595,165,464,222,51,932,542,336,279,592
112,469,475,941,729,653,408,282,304,348,573,878,598,277,202,887,832,479,296,588,875,26,858,886,565,668,564,360,663,241,71,755,50
732,384,196,627,967,851,683,432,497,449,780,107,568,375,212,620,749,884,237,702,917,580,607,794,29,353,738,267,481,823,527,458,984
759,290,770,721,657,541,566,183,938,190,766,296,189,209,379,686,442,891,904,509,420,74,992,566,163,455,663,105,869,28,874,744,702
940,300,107,565,485,221,338,707,986,15,903,457,573,282,705,861,331,234,306,565,505,908,646,911,135,875,81,154,662,883,162,907,16
546,299,73,516,240,407,376,66,402,691,992,577,818,776,386,394,729,429,790,943,731,391,874,945,730,42,748,610,849,844,557,878,619
461,420,899,243,790,183,356,382,734,756,27,496,802,258,193,199,872,505,424,879,513,672,325,852,688,411,662,66,784,838,333,723,846
12,402,683,135,123,949,258,684,298,168,964,24,446,95,246,755,191,399,6,873,63,742,700,947,580,253,775,240,557,885,980,852,286
817,306,900,938,283,71,875,347,813,765,129,404,412,550,729,26,851,892,322,197,835,688,639,797,371,16,353,401,727,81,994,579,549
369,13,894,506,3,331,124,243,386,961,980,197,369,812,112,634,52,833,198,704,674,665,32,825,964,369,988,731,843,302,553,583,407
289,151,853,894,909,995,761,129,6,305,841,166,970,955,674,709,105,791,391,287,867,583,814,847,702,396,345,548,703,558,1,611,487
147,962,540,345,430,302,103,175,214,651,461,649,100,759,695,660,351,533,506,438,539,773,928,952,169,169,849,540,834,72,469,878,896
212,413,335,300,784,748,1,118,184,249,256,572,24,997,519,161,413,773,200,635,779,408,459,464,393,985,374,127,352,472,462,871,157
891,514,640,425,296,829,430,576,230,502,240,685,84,702,68,986,143,153,261,549,942,677,319,457,604,444,350,524,646,614,267,694,174
77,340,618,670,10,785,783,720,15,787,460,491,398,167,724,618,202,25,288,648,990,559,758,529,561,202,442,509,648,201,107,138,376
28,57,445,503,656,726,969,952,398,882,156,797,381,168,979,341,442,338,488,290,515,564,887,390,149,268,159,55,164,808,217,816,641
612,333,312,648,791,843,359,894,656,3,47,790,593,654,164,497,616,585,37,154,305,281,372,182,162,125,433,239,112,263,155,47,847
452,646,734,962,905,322,956,864,637,224,31,874,72,970,502,418,462,249,794,855,812,218,379,186,703,561,455,772,409,228,346,102,478
691,766,612,275,815,42,969,112,700,891,451,597,301,165,745,332,296,284,731,782,999,506,342,173,573,324,367,564,84,79,564,815,121
839,179,522,195,555,590,467,560,840,456,448,258,994,461,249,59,507,619,828,245,247,210,272,544,981,236,316,677,145,430,86,323,156
194,682,873,178,50,360,166,993,175,688,882,99,944,191,86,558,994,523,171,739,176,932,876,677,399,666,874,171,505,977,592,661,519
589,731,758,783,305,24,351,588,891,539,127,858,70,35,682,966,447,801,631,736,298,5,146,56,253,881,334,274,565,740,929,817,245
115,565,557,200,245,347,267,95,3,465,73,383,130,795,306,283,986,490,885,649,517,252,82,802,331,204,90,693,760,419,992,175,747
543,196,733,200,84,784,521,581,646,801,281,939,830,600,147,968,303,772,588,918,327,253,199,859,612,640,914,812,344,146,986,464,720
837,246,164,269,447,574,222,321,465,358,23,603,707,734,603,419,824,817,23,226,828,288,696,566,866,494,237,696,304,32,409,424,415
274,690,124,416,256,6,267,352,253,466,222,359,266,625,994,875,746,193,30,597,618,517,560,207,619,136,770,522,677,583,595,908,740
55,40,760,489,73,896,562,543,816,873,803,355,594,678,325,939,845,613,175,183,947,30,268,766,35,855,831,436,321,672,681,419,56
548,967,421,230,708,433,306,324,972,530,293,710,401,362,877,345,98,780,355,660,688,723,691,812,737,898,692,615,516,802,100,109,321
194,560,840,798,908,487,910,490,971,648,487,766,399,936,133,439,141,589,579,256,708,876,734,826,186,742,235,472,681,55,353,254,749
141,703,415,894,870,437,237,427,217,790,771,744,553,56,490,729,262,347,485,25,330,460,908,655,59,994,296,466,125,155,304,835,945
353,225,223,443,912,863,822,592,932,894,421,460,443,159,454,999,392,330,42,559,280,772,392,225,956,382,185,322,231,442,975,51,865
329,117,712,900,454,783,422,16,266,14,148,126,982,162,578,816,338,555,614,89,26,81,853,527,42,251,581,559,499,1000,642,121,42
435,425,538,139,765,38,976,193,156,183,45,509,260,149,301,694,849,818,535,198,596,578,4,704,2,964,745,454,595,165,397,948,853
940,793,601,585,909,713,193,939,181,149,353,768,954,699,896,249,1,84,533,266,977,459,629,100,449,465,923,311,474,458,794,243,716
293,164,227,752,16,698,614,178,905,650,999,172,720,831,458,295,886,552,785,292,2,420,932,890,275,942,766,335,639,778,993,929,415
333,188,112,785,539,989,228,473,254,443,997,251,746,752,515,310,937,781,936,190,364,781,785,750,640,339,847,469,644,513,749,545,527
389,144,144,338,936,10,68,194,638,262,97,53,440,202,782,317,205,741,5,391,918,727,798,305,40,337,4,153,551,768,245,557,753
752,877,838,15,406,610,349,14,682,361,123,70,714,920,114,900,933,20,281,985,25,339,864,550,419,1,944,881,752,848,187,818,282
60,485,167,887,698,897,602,166,336,718,970,150,219,451,839,561,365,304,405,807,25,484,570,409,685,917,757,841,605,144,297,62,576
960,366,335,239,340,42,520,924,79,782,488,934,422,425,732,222,500,759,587,961,820,24,774,183,728,958,852,396,215,558,989,730,919
396,599,410,688,626,531,721,327,535,193,624,110,483,577,767,522,715,960,544,772,530,339,505,845,595,992,568,265,920,381,561,985,958
621,423,377,317,827,785,653,473,120,455,43,439,43,998,698,89,326,494,270,711,101,396,197,818,381,246,918,472,572,484,125,663,188
844,726,913,193,267,5,650,528,958,487,506,991,611,180,447,73,734,413,997,356,328,943,565,460,84,792,312,978,618,862,783,952,941
846,349,651,403,201,451,119,574,575,450,863,734,648,985,464,53,349,124,487,197,581,585,907,926,885,98,366,131,419,988,193,771,938
