bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
450,238,4,595,816,738,214,274,128,842,423,951,869,75,815,652,267,228,577,534,188,817,656,625,141,19,846,473,989,169,887,684,437
701,639,665,419,770,753,303,36,460,313,720,48,779,814,878,879,409,37,670,282,411,958,962,862,516,115,428,47,71,633,845,746,73
59,966,182,38,614,807,310,674,208,129,210,747,34,614,121,274,831,745,313,474,565,166,217,378,799,679,145,279,918,714,409,860,352
448,881,477,702,218,287,691,847,148,567,150,770,374,677,138,285,989,176,279,366,497,277,901,327,637,778,327,758,138,621,690,132,970
591,573,538,153,20,682,56,827,940,138,382,606,189,726,741,685,143,781,680,421,24,693,13,278,301,453,244,588,759,307,1000,494,644
730,484,101,168,69,216,854,369,669,956,380,938,575,502,509,848,23,589,471,151,984,431,268,597,36,511,339,519,314,764,975,941,561
731,934,609,908,536,60,390,578,426,462,268,647,945,533,188,326,744,241,821,428,328,443,547,83,791,718,5,314,74,187,846,554,741
917,890,969,872,497,140,38,765,679,168,504,399,630,895,120,615,846,748,568,90,723,834,421,677,27,969,954,747,643,685,751,756,900
184,935,964,628,893,221,827,784,431,972,799,912,614,721,945,371,135,142,909,182,10,976,585,988,878,688,266,252,655,708,645,755,458
188,513,814,798,711,622,142,394,923,15,293,240,641,320,948,183,519,14,140,250,401,122,261,716,562,611,83,694,599,877,482,651,794
629,564,334,585,209,530,784,107,693,606,527,967,775,480,388,548,560,601,76,519,35,238,215,636,205,545,765,502,554,258,566,621,360
526,854,241,656,283,872,430,662,473,882,276,785,401,332,68,887,767,735,882,695,255,678,27,502,614,84,516,366,171,657,523,52,631
921,428,564,363,109,307,694,140,74,200,152,940,802,159,94,155,866,399,320,643,824,271,603,623,931,732,555,145,893,805,598,976,209
747,440,395,343,806,793,353,411,50,587,103,351,207,429,656,219,325,304,245,685,513,900,169,886,985,946,677,593,231,481,406,382,788
697,743,981,718,386,89,880,315,195,269,343,978,894,621,501,546,419,258,590,891,683,830,17,901,865,440,589,966,902,680,924,542,274
895,797,996,264,76,978,649,983,801,913,894,441,797,508,192,602,103,844,630,222,470,413,57,114,402,118,736,526,5,365,18,793,193
867,123,586,383,235,459,884,40,138,130,56,328,420,527,254,804,625,991,262,101,61,772,694,746,224,396,990,863,606,6,740,274,166
349,471,723,745,364,167,830,751,388,56,845,204,645,940,717,571,328,556,446,39,414,462,66,320,683,931,183,390,406,815,95,813,516
984,341,990,90,731,108,330,363,192,388,249,340,649,871,516,890,295,687,244,872,466,618,660,88,938,432,110,800,156,671,87,849,733
553,479,404,392,55,732,273,299,946,339,683,928,887,835,170,36,237,174,500,120,31,32,195,790,661,553,202,748,381,399,738,570,43
420,654,241,810,287,211,252,471,348,868,83,711,826,251,367,616,6,382,433,450,157,699,803,100,117,432,737,756,575,578,641,830,323
805,235,793,140,964,829,295,780,433,86,301,647,747,874,545,807,895,895,212,937,124,501,594,250,241,136,53,155,726,427,405,141,369
601,275,659,915,844,916,875,512,862,607,378,548,798,255,387,39,752,429,43,469,148,109,501,417,481,872,558,527,485,669,741,411,840
336,51,612,157,375,50,707,790,43,110,859,301,619,887,772,356,234,869,296,438,214,301,539,980,324,248,205,109,611,688,237,52,320
387,838,538,917,633,458,506,248,479,312,726,131,823,356,957,282,326,801,30,594,504,308,758,394,23,928,739,605,288,336,921,643,652
252,992,229,182,748,746,220,146,387,402,520,144,773,183,495,726,981,979,905,556,934,661,578,751,228,562,756,489,440,565,94,885,932
345,342,537,440,815,718,736,76,535,822,726,561,66,34,96,999,647,796,184,392,35,44,487,485,961,913,648,141,370,838,32,947,682
378,833,170,754,846,803,214,525,898,404,115,57,58,146,147,527,823,258,542,148,478,30,327,588,497,565,609,494,671,103,602,555,138
881,724,623,371,246,739,450,813,490,556,158,883,747,810,476,464,540,805,437,914,214,201,232,758,194,380,483,320,835,963,288,949,27
377,976,304,30,83,44,283,700,563,190,500,267,708,96,814,221,668,757,530,79,119,893,244,916,638,468,667,729,286,73,372,839,303
95,29,356,358,417,368,765,14,630,583,912,579,441,165,732,93,247,76,303,571,228,421,611,818,88,958,56,175,125,922,822,394,805
188,551,164,683,808,219,826,888,217,265,431,428,304,1000,991,959,898,582,156,283,280,497,54,31,373,967,922,285,336,606,909,558,580
252,214,721,943,764,468,392,757,339,730,712,687,606,904,209,568,678,75,373,32,753,727,50,91,946,179,315,410,523,570,644,296,90
433,339,895,755,315,587,234,362,679,995,171,73,157,511,751,215,295,450,140,401,276,29,203,255,101,62,72,362,736,116,499,753,744
932,218,136,879,517,568,245,925,155,618,762,314,626,716,749,298,1,744,136,222,567,867,518,141,299,304,258,592,42,426,92,83,145
462,654,222,869,463,153,375,553,477,391,718,443,284,956,266,727,669,406,757,997,779,177,227,166,840,939,775,824,230,989,823,891,938
910,493,869,968,840,966,934,699,233,478,943,105,630,610,957,895,799,45,793,883,147,403,84,210,874,936,15,961,704,771,182,994,296
23,640,631,29,85,473,263,537,898,993,530,569,358,320,909,840,762,456,399,724,205,172,19,21,358,810,648,942,813,73,176,439,25
307,32,754,665,698,820,355,269,683,393,899,782,522,469,146,129,119,509,500,661,975,947,974,390,680,139,21,841,644,532,189,877,757
423,717,713,595,658,725,72,570,423,754,585,943,100,182,2,648,451,951,436,336,179,336,930,894,748,185,255,446,926,301,174,817,465
248,77,693,342,906,852,633,493,902,524,890,906,607,249,994,245,184,478,663,585,244,96,684,801,91,610,829,141,166,170,680,257,592
315,783,288,521,417,911,285,908,409,57,673,317,176,118,183,650,514,347,775,784,241,455,89,882,573,177,455,767,300,522,328,349,298
53,190,534,113,839,295,694,124,719,458,736,882,383,909,401,667,487,41,225,315,920,787,278,778,77,708,832,963,667,295,675,755,31
672,566,341,193,302,901,573,374,881,397,874,836,637,380,152,501,508,629,531,883,630,584,90,643,429,751,298,77,597,371,409,521,137
567,132,825,985,404,15,92,287,434,44,99,432,156,287,922,355,301,216,489,918,583,139,38,704,50,46,653,832,373,1000,133,321,183
404,364,815,418,764,810,416,290,763,69,842,485,951,991,659,74,192,60,597,280,136,502,929,832,818,599,95,45,15,654,133,839,667
500,895,179,547,628,528,564,188,373,313,938,862,911,681,275,159,107,342,518,560,730,669,954,122,916,611,286,210,925,119,943,620,643
468,301,407,537,709,726,924,182,634,181,634,646,817,833,193,174,350,857,652,59,175,481,183,36,725,552,798,666,569,871,722,48,78
271,64,634,234,516,33,807,309,501,363,156,797,350,508,83,340,519,349,952,874,405,803,96,416,479,619,847,493,157,630,510,56,720
375,517,412,882,996,191,31,953,661,154,121,598,608,438,275,264,657,953,312,227,414,871,31,369,448,733,65,749,15,914,45,808,599
811,859,764,95,413,885,346,181,897,375,531,607,678,814,563,426,196,309,292,357,417,124,976,850,520,413,165,950,818,580,629,795,439
114,61,732,174,749,143,386,280,89,491,710,239,613,903,481,962,58,640,846,433,733,883,443,526,894,782,235,736,572,733,727,383,977
535,984,650,601,197,592,930,457,841,827,458,780,244,838,355,393,685,878,777,138,579,725,62,706,170,385,147,880,194,340,147,960,867
466,597,677,372,81,239,476,652,720,717,572,282,61,531,952,907,999,402,837,526,863,976,50,790,638,744,244,639,832,737,462,591,661
247,303,818,872,675,157,961,848,940,902,840,895,777,262,285,591,990,43,65,658,406,349,977,814,785,935,242,936,954,51,834,467,658
181,925,355,854,998,28,504,64,692,724,621,460,501,348,421,143,501,947,138,967,659,890,25,100,61,134,921,440,637,18,835,577,767
51,657,940,188,880,557,903,227,407,706,929,94,940,144,47,5,836,612,541,30,391,309,37,909,647,723,961,883,750,166,149,449,152
477,766,139,137,960,178,11,371,468,599,487,654,428,954,181,795,371,261,838,380,879,145,358,305,638,506,428,663,774,914,951,932,168
983,432,569,455,126,24,778,968,941,812,232,323,773,579,464,232,408,430,721,145,195,570,551,299,978,291,905,597,46,70,89,23,88
795,694,184,77,983,25,998,994,380,427,749,839,574,17,379,261,307,82,252,443,965,747,882,62,875,467,848,793,600,632,809,518,517
179,827,460,760,606,830,200,314,250,455,12,27,322,713,623,624,45,406,262,319,856,955,26,118,950,860,250,836,923,650,350,357,830
728,986,112,909,663,608,767,186,829,204,773,160,180,717,927,161,513,262,740,342,909,622,477,533,932,842,115,819,241,685,658,914,347
918,264,236,930,424,96,858,460,77,954,325,744,501,111,926,259,693,175,372,485,408,515,557,814,316,403,886,38,373,744,968,662,22
478,188,993,803,45,694,853,602,348,295,696,276,167,498,563,522,172,829,265,1000,429,110,743,469,952,591,423,689,697,462,538,33,994
984,268,55,83,623,594,97,368,328,684,879,297,823,464,938,123,282,117,681,703,800,826,717,809,108,953,217,475,578,324,480,468,486
568,415,862,238,756,817,198,344,581,562,946,857,863,562,201,693,677,670,773,115,535,153,770,293,694,94,877,633,390,304,680,65,477
662,218,396,870,108,835,302,355,708,694,565,817,504,979,383,446,556,371,176,295,706,675,442,214,972,242,848,907,733,783,255,451,599
166,974,807,950,617,346,28,514,936,5,324,647,555,766,59,314,440,350,604,948,331,906,748,358,993,458,123,938,658,653,414,82,774
4,268,789,46,40,14,13,481,388,771,188,825,104,816,652,456,289,135,647,918,856,195,378,963,857,693,164,906,368,218,279,324,390
571,904,806,844,491,900,286,237,198,214,572,543,545,972,993,79,406,521,282,425,282,193,852,74,517,476,765,735,127,678,883,967,874
18,758,604,979,750,906,361,542,821,110,963,228,408,924,992,393,437,629,96,398,112,35,610,175,352,2,939,713,398,356,722,76,396
856,722,67,428,526,800,62,962,859,710,970,214,991,286,238,201,591,993,894,282,275,581,183,440,845,542,335,206,299,138,564,46,295
908,606,876,434,660,782,543,424,840,303,384,276,368,81,521,358,454,814,717,642,749,662,983,668,512,762,628,792,796,227,419,913,892
4,650,49,222,357,429,660,743,90,837,629,815,250,589,64,187,586,84,918,616,289,936,168,866,36,683,165,901,978,866,909,697,270
131,675,812,950,460,996,527,541,985,145,326,467,381,991,296,275,876,449,213,148,126,886,840,710,700,334,615,76,328,390,585,938,672
672,987,603,366,395,654,206,499,992,169,583,65,791,197,697,234,616,18,654,462,568,281,891,934,563,941,919,727,174,652,587,607,742
143,845,867,787,728,32,551,802,22,673,307,703,189,871,788,677,897,309,453,225,708,548,979,916,477,979,369,723,312,734,659,201,745
895,73,46,778,951,844,158,382,261,435,458,663,915,917,85,547,20,215,758,126,416,643,914,587,177,494,589,136,447,382,327,327,323
411,751,967,686,392,385,345,481,876,33,520,244,42,286,374,20,187,74,283,990,744,101,192,990,191,562,915,799,831,74,105,381,605
380,43,17,724,678,680,3,802,616,510,346,550,16,451,370,623,396,611,17,787,376,628,589,185,267,705,608,100,634,859,813,369,928
938,830,655,697,570,662,733,47,910,626,306,908,373,258,669,371,329,960,582,201,801,329,96,238,790,693,809,179,887,933,333,124,999
520,368,34,262,876,533,17,266,97,594,596,508,931,997,825,603,617,341,620,872,209,680,205,739,34,499,243,725,459,346,478,63,808
281,247,609,153,634,270,713,247,768,848,814,328,279,373,455,539,855,944,827,695,552,181,874,213,133,817,945,638,473,585,829,474,741
930,293,256,757,669,362,307,888,297,214,934,157,452,395,147,296,986,47,355,923,950,414,789,964,670,686,602,873,471,262,473,123,46
482,620,787,181,492,99,222,65,157,329,286,875,808,517,470,966,315,580,274,106,138,605,408,688,437,306,35,315,156,542,870,519,914
657,113,221,459,350,377,26,255,84,698,747,91,533,603,472,349,976,294,0,528,804,713,103,358,202,236,511,884,698,121,372,645,730
829,682,754,191,66,245,96,329,997,160,52,961,859,608,292,896,411,701,995,822,62,965,263,693,507,803,485,642,426,813,773,87,35
700,613,858,578,879,800,311,484,544,490,208,669,715,573,76,623,432,514,655,470,298,192,165,444,476,740,161,203,572,770,437,423,411
499,326,728,424,485,73,267,630,453,558,896,602,64,240,783,97,774,881,722,85,291,541,261,974,674,85,781,124,213,562,657,506,305
97,335,379,426,774,914,503,771,336,71,307,418,668,751,33,287,392,556,77,505,702,693,116,465,896,139,44,91,12,142,672,772,852
140,754,425,328,61,536,367,752,476,539,303,751,813,820,267,407,388,363,273,514,201,319,42,611,868,108,271,687,42,772,416,498,509
662,867,82,457,807,186,273,511,366,143,7,729,385,637,838,876,392,389,113,642,414,319,51,398,850,231,947,532,966,679,246,227,358
998,614,836,815,526,39,463,809,287,791,980,706,706,901,48,970,361,554,92,809,316,176,502,177,301,136,571,152,260,387,889,209,213
636,77,474,475,575,369,582,671,855,138,58,944,373,24,693,509,324,163,43,707,267,487,16,478,92,490,314,283,715,885,282,771,856
890,294,502,893,373,136,881,618,233,23,830,29,907,382,130,555,739,586,368,845,890,649,27,151,939,53,312,659,76,82,394,440,687
91,326,909,625,419,387,991,36,517,389,730,262,237,412,827,377,212,854,344,805,47,674,122,160,748,132,910,207,401,248,130,23,514
625,547,188,350,552,85,701,124,44,416,891,842,207,68,381,288,560,119,453,185,875,723,824,702,228,830,44,229,307,938,265,161,128
594,797,787,81,908,613,936,795,320,592,769,90,361,310,354,856,538,962,425,680,482,105,967,270,585,136,908,468,441,125,932,787,891
524,841,813,91,448,587,379,741,442,977,804,45,130,775,217,924,614,760,149,812,542,249,663,404,75,974,792,845,938,241,601,514,290
772,761,756,991,754,583,470,889,952,395,478,558,694,881,919,474,552,296,871,80,534,102,387,166,806,649,234,205,884,305,129,432,488
182,836,411,949,15,511,973,458,115,501,562,30,78,206,761,834,297,459,71,458,380,605,790,24,675,361,37,543,989,248,615,471,346
734,945,927,888,698,963,87,36,182,772,737,593,386,607,12,582,794,827,971,862,262,453,862,277,781,739,312,552,547,483,334,499,184
501,662,844,180,65,337,264,933,788,549,7,429,896,704,779,279,611,284,724,598,417,563,921,312,798,544,656,73,64,191,329,694,911
563,112,671,158,626,108,41,619,55,567,436,95,356,944,675,577,365,424,217,547,659,854,594,938,308,995,438,355,299,455,69,99,496
370,752,758,486,176,730,665,557,850,732,409,745,387,823,88,370,908,205,164,59,289,764,789,907,139,734,700,505,989,3,674,116,399
902,400,726,256,272,3,171,475,674,961,28,742,158,912,549,973,996,13,524,807,897,764,198,548,479,102,815,187,515,12,623,906,94
716,90,606,998,390,888,812,952,328,601,873,19,868,569,519,137,726,806,835,868,378,707,261,169,802,57,359,30,723,929,15,571,606
165,799,910,299,821,389,557,422,432,173,803,409,766,578,406,345,31,49,828,344,307,431,385,279,245,680,751,914,652,300,26,349,425
645,650,57,273,309,965,343,612,261,867,182,395,639,695,903,340,794,521,550,248,420,466,749,769,637,606,206,537,482,358,527,764,131
932,222,404,37,880,316,823,528,757,329,632,700,979,277,346,498,244,975,169,392,257,600,561,225,444,902,190,457,703,249,892,727,154
437,493,662,102,382,448,306,298,993,501,885,117,496,249,105,928,661,697,571,972,723,637,338,997,772,772,880,955,229,270,366,815,154
634,47,814,115,204,661,577,248,277,391,239,538,326,212,788,858,812,49,530,618,948,343,470,827,660,345,640,522,228,401,642,619,270
506,582,860,646,394,127,291,788,693,232,538,99,589,546,292,242,72,525,894,899,420,672,263,217,133,695,144,389,647,929,231,827,481
970,620,533,541,799,653,863,933,588,141,69,690,37,416,679,271,32,621,340,267,503,772,330,512,899,753,970,283,884,924,247,494,399
247,318,384,168,531,197,350,785,790,888,388,511,922,211,308,765,190,511,241,811,297,338,876,873,365,273,785,823,496,427,101,693,661
289,379,184,907,521,337,109,515,695,625,599,889,683,239,383,49,928,836,199,578,244,602,754,546,997,847,765,958,930,49,123,121,582
345,775,286,369,786,863,342,684,260,304,844,607,480,993,516,630,246,345,933,640,395,744,900,689,792,616,451,390,902,290,295,765,700
216,415,523,571,971,478,945,844,824,763,995,310,147,937,209,588,136,93,110,653,762,68,876,430,113,347,954,332,880,99,909,452,886
130,267,70,532,886,186,77,447,15,595,617,235,936,202,165,225,592,0,503,879,109,898,782,138,786,475,152,211,822,354,819,598,959
205,532,51,281,608,972,848,919,832,713,349,873,432,534,437,677,834,566,417,341,522,942,663,132,476,900,867,448,49,194,464,12,645
749,744,755,188,434,127,689,974,334,685,444,983,494,223,310,367,793,663,227,517,443,578,139,269,56,227,52,79,922,799,963,467,917
398,428,356,822,52,740,956,844,393,158,265,569,633,683,404,902,653,730,639,774,781,598,845,197,608,277,974,432,391,95,977,524,596
234,926,975,96,399,265,776,125,493,863,720,612,247,391,11,698,727,626,856,439,890,779,14,979,451,162,66,120,344,521,743,706,578
60,959,500,670,45,324,227,289,443,583,380,873,898,254,363,396,751,233,457,749,877,472,859,124,898,36,443,88,317,632,15,475,419
644,101,962,513,492,292,420,462,56,868,582,826,879,493,277,87,664,208,697,237,731,99,659,789,640,454,895,445,501,697,599,296,551
691,746,394,883,592,209,238,435,935,254,376,500,899,724,559,49,108,23,761,957,447,993,341,449,168,541,100,845,494,879,595,868,64
629,475,366,459,212,324,203,80,323,833,792,96,202,700,797,510,592,352,127,713,961,467,37,182,3,261,422,859,630,754,50,301,858
300,151,94,303,351,522,131,172,184,283,308,306,354,61,781,149,406,631,414,937,396,68,23,805,217,417,248,786,796,300,188,642,436
323,800,378,38,925,256,463,285,14,685,648,90,17,369,823,393,721,980,405,913,557,422,778,824,709,837,224,937,386,992,273,148,427
723,240,157,799,232,439,19,560,338,481,21,308,992,499,53,895,19,10,911,859,97,603,342,260,33,673,842,300,943,569,348,893,876
323,727,134,577,282,725,874,860,227,613,109,547,391,695,876,831,827,971,947,173,781,347,845,298,486,141,51,392,516,648,587,303,772
982,991,83,787,105,957,625,537,923,753,369,306,716,105,779,652,176,614,373,265,809,35,552,445,151,230,878,815,954,671,760,909,422
931,226,380,574,114,732,378,911,971,432,625,384,424,68,709,629,30,931,45,358,874,622,182,200,167,17,952,952,900,177,866,678,146
939,706,631,549,143,482,667,762,906,773,381,696,689,555,78,739,214,625,300,925,289,831,953,803,196,449,589,460,692,371,647,82,859
483,740,976,509,650,156,955,96,385,185,896,405,768,668,195,505,386,764,669,872,460,769,331,975,174,487,818,428,155,149,600,302,798
552,181,702,168,400,563,994,3,693,918,947,248,512,545,431,343,777,440,171,974,924,295,485,313,640,355,447,623,309,66,456,610,259
519,415,321,864,947,390,348,987,594,759,508,589,424,108,508,300,929,644,13,107,383,771,122,450,748,430,320,359,780,977,5,817,622
63,958,762,572,127,694,713,419,776,149,38,564,706,755,821,66,871,557,459,674,559,237,116,89,165,685,656,77,186,715,946,404,108
868,47,170,113,578,827,20,676,88,688,266,659,298,838,116,248,521,910,686,675,151,895,274,475,674,352,235,742,203,627,969,343,106
605,872,551,679,633,367,667,551,855,426,183,214,471,522,993,484,267,903,390,27,106,846,101,989,572,27,154,714,77,772,377,293,628
32,136,800,197,961,778,457,251,641,710,978,62,235,549,577,887,757,304,149,162,751,841,366,583,662,59,678,958,781,71,749,958,647
930,316,551,634,1,671,892,588,133,814,659,640,760,753,257,306,774,586,65,871,391,449,224,204,766,5,59,278,979,912,945,243,10
8,347,596,447,997,356,19,17,145,669,569,252,516,270,34,209,890,233,503,315,1000,328,995,963,241,498,366,587,39,39,787,346,591
637,529,347,782,272,867,458,613,676,466,167,106,963,146,924,540,304,85,630,711,990,653,64,499,427,344,999,716,629,763,126,539,371
637,942,949,727,810,234,357,800,54,878,285,538,266,73,981,116,637,212,765,134,522,293,740,522,461,160,206,573,770,853,368,786,128
862,954,507,457,496,8,399,623,828,392,680,128,434,19,253,470,465,435,793,906,990,625,176,488,137,817,599,135,32,629,589,557,745
162,820,29,876,589,761,897,519,582,652,430,603,706,929,957,962,18,730,391,511,723,960,85,365,584,383,43,66,827,744,594,368,699
810,466,89,619,845,197,698,791,506,530,884,16,161,402,600,820,90,342,577,903,950,664,534,482,833,807,523,177,352,239,292,757,500
780,534,811,17,290,803,530,830,448,94,890,559,978,685,603,437,748,858,114,121,469,100,194,77,598,350,85,1000,16,601,497,350,68
606,845,597,859,450,168,108,753,774,929,271,146,365,308,16,959,850,475,20,38,679,638,303,844,27,736,528,187,110,425,943,173,363
369,951,468,115,259,776,835,458,875,746,444,539,760,634,187,677,969,241,360,257,104,300,199,623,533,131,91,924,139,923,299,494,648
933,350,567,927,791,482,374,599,421,864,901,954,762,849,910,218,31,194,581,358,351,295,421,13,196,707,644,372,409,218,274,903,246
331,506,222,195,363,769,939,891,891,139,215,638,721,887,14,703,823,406,655,677,307,778,281,635,900,284,990,969,220,525,513,886,975
280,143,927,952,996,632,509,697,490,628,644,134,520,207,177,761,725,957,787,338,830,237,573,952,315,270,740,473,904,744,446,279,866
364,201,846,506,257,47,264,516,541,201,860,249,284,284,926,784,258,958,808,268,327,449,88,521,723,244,934,686,204,694,297,864,627
676,456,930,406,733,889,704,816,478,999,29,910,351,730,300,978,276,627,775,52,553,186,776,956,244,887,746,54,242,523,160,907,557
339,319,834,909,202,542,893,887,771,94,120,553,328,829,762,145,414,799,8,710,174,282,923,965,778,539,998,464,87,681,660,249,337
91,806,99,919,22,886,585,197,575,582,563,570,704,367,624,433,697,534,490,343,260,547,71,373,908,942,646,144,460,996,479,593,978
501,66,481,362,848,729,897,396,870,343,963,261,354,621,1000,131,53,713,367,696,141,739,134,185,294,884,297,703,305,117,6,445,25
521,444,134,514,173,264,694,402,758,682,44,951,451,196,576,103,854,934,163,849,488,683,396,513,726,250,8,879,540,311,121,560,819
287,533,541,653,418,341,563,287,644,378,634,823,81,813,127,225,574,137,727,974,399,433,740,237,886,672,260,692,534,140,129,69,186
94,50,459,400,530,584,464,516,850,850,113,890,319,757,433,37,549,902,250,695,787,965,225,682,164,71,98,518,898,208,426,339,247
2,157,449,962,15,774,947,770,309,524,737,497,487,66,36,196,609,815,587,351,679,797,139,99,959,515,129,737,55,736,186,258,396
214,789,97,607,49,584,60,372,652,910,422,790,113,93,152,408,999,409,620,666,595,213,207,882,912,844,776,602,724,996,578,969,284
798,575,900,496,670,125,475,857,88,26,25,92,494,893,305,192,338,156,448,876,200,25,267,631,681,601,957,557,150,271,875,807,306
618,143,906,18,682,750,655,714,648,752,153,791,929,58,649,645,933,21,631,17,150,720,227,283,286,378,184,266,78,963,64,136,798
695,308,348,2,475,248,682,359,758,993,629,661,820,822,727,773,294,832,304,405,575,673,727,941,455,613,702,164,304,402,127,817,854
865,473,460,811,572,897,582,298,717,415,280,182,609,622,574,803,751,933,596,932,207,162,202,640,147,225,718,224,67,902,623,962,186
910,591,525,95,539,925,544,215,679,69,109,2,695,620,714,834,548,761,10,930,811,900,7,57,407,920,937,575,748,508,909,734,549
994,436,420,454,708,391,318,772,220,379,888,891,396,94,814,199,150,601,610,290,579,907,833,879,594,555,553,896,443,794,427,609,693
874,443,30,457,930,420,102,677,675,920,576,70,708,378,780,261,127,86,662,813,95,973,211,403,418,869,311,940,255,269,214,623,1
971,706,765,846,523,975,340,503,238,951,834,19,588,859,618,359,237,615,286,710,747,253,977,679,412,348,858,998,796,415,850,590,388
523,265,849,201,188,585,653,89,307,781,327,560,955,798,871,661,1,647,104,577,370,719,560,807,390,58,340,544,93,234,342,986,631
505,286,519,485,727,349,488,202,996,610,240,898,378,82,246,363,83,847,354,775,511,428,430,396,368,571,920,228,550,75,674,443,120
997,938,558,315,400,918,648,639,575,210,847,817,110,589,652,801,796,377,372,761,412,135,869,252,672,168,660,148,206,479,421,888,46
4,856,658,641,329,800,61,137,986,580,799,395,738,162,303,500,574,84,950,32,102,418,437,144,60,115,773,642,761,624,203,117,184
832,914,327,585,988,668,535,778,472,93,877,180,260,210,567,535,791,696,221,599,106,977,259,54,958,631,870,589,971,990,57,441,998
53,122,268,867,131,157,654,137,505,708,618,808,495,970,544,978,632,946,772,939,668,705,709,435,242,859,443,148,164,658,998,512,649
492,977,868,631,963,297,935,89,724,575,306,705,287,290,441,62,752,489,52,932,42,526,67,128,116,596,525,151,605,343,103,538,225
765,396,288,632,739,651,592,902,173,689,437,160,664,571,799,468,437,999,246,362,643,272,361,576,369,199,451,701,283,496,948,301,831
865,682,527,156,876,214,259,328,58,655,867,574,445,115,284,607,772,475,832,956,991,322,814,258,846,321,589,287,105,877,910,729,151
470,649,108,136,634,872,843,243,593,209,687,208,254,754,245,664,65,259,78,389,56,24,629,175,677,395,550,981,81,672,279,602,360
40,330,758,931,607,434,722,772,494,500,231,693,175,912,681,314,792,908,970,257,879,218,165,634,472,344,412,635,278,835,338,636,261
569,652,669,698,243,277,645,193,717,978,82,262,731,599,835,279,24,175,859,32,424,21,361,991,980,3,347,236,572,740,55,62,732
846,255,612,391,829,711,801,244,648,626,111,327,472,575,65,807,510,905,28,921,568,188,63,757,140,956,803,729,628,687,15,323,98
601,712,919,877,40,922,186,958,338,428,872,694,490,961,281,697,860,592,512,236,696,539,230,852,576,805,451,388,419,510,93,893,488
935,883,297,751,75,198,303,135,568,702,776,138,788,629,171,424,867,874,628,548,127,421,613,760,611,883,871,531,268,155,217,152,450
888,506,982,861,319,37,581,520,612,280,607,151,786,465,606,789,982,524,645,198,847,266,97,196,697,97,440,666,745,558,968,93,348
229,302,940,493,702,45,748,35,560,178,518,86,495,928,566,258,564,211,844,795,571,337,614,841,481,447,918,791,597,337,70,750,882
416,132,990,107,276,391,905,433,781,835,532,391,431,421,889,895,566,74,482,598,729,844,345,611,366,922,496,239,905,310,262,205,836
545,692,871,53,947,910,529,368,811,952,543,140,718,151,933,908,842,965,760,478,829,818,935,670,29,55,429,689,784,417,442,337,757
4,168,604,598,301,350,530,527,165,187,973,422,142,298,19,545,238,820,747,28,934,999,15,907,857,877,599,759,945,61,575,454,938
447,159,592,988,293,728,914,124,425,926,799,709,212,363,793,191,66,87,1000,804,928,864,196,885,667,732,349,222,974,181,37,822,61
874,921,307,227,321,613,501,106,707,989,696,351,357,870,88,279,611,748,278,135,474,96,49,514,145,608,319,676,281,655,936,101,204
316,492,339,370,990,600,286,278,4,615,739,779,46,690,129,613,275,875,632,576,825,146,233,228,394,275,719,554,190,321,845,669,488
768,966,91,5,920,340,576,937,226,123,100,612,975,827,472,55,49,297,218,481,314,295,276,583,237,309,873,858,954,979,528,546,968
303,223,598,26,564,393,384,644,345,519,140,199,737,72,873,570,752,180,301,437,90,994,786,520,306,470,321,791,577,20,260,722,886
258,163,213,565,302,433,793,446,790,115,802,361,742,248,478,109,837,877,531,553,850,714,104,583,270,156,863,957,310,513,380,549,666
204,464,936,244,348,106,184,882,543,65,779,992,114,590,386,537,909,756,723,269,639,53,579,210,401,854,865,931,192,103,281,733,163
84,126,158,577,735,112,485,842,701,140,981,503,339,628,313,330,559,707,597,856,854,469,617,310,108,427,843,536,631,514,952,57,937
291,611,378,408,257,340,268,199,74,743,133,423,431,590,452,28,182,363,788,803,202,384,808,446,563,997,89,927,272,550,785,1000,877
654,138,160,714,501,831,104,765,322,41,347,225,426,406,137,163,98,696,132,118,793,274,843,228,456,950,507,455,8,245,419,353,512
178,372,632,325,743,806,110,601,610,4,642,3,874,78,6,48,950,156,67,351,668,729,891,36,954,526,465,521,165,626,535,880,548
579,896,790,669,914,784,404,261,754,321,155,3,40,453,972,316,801,604,424,707,75,1,375,698,727,707,615,449,834,878,622,205,150
322,143,618,500,796,141,754,964,566,510,517,768,317,998,176,423,447,561,433,209,393,228,553,272,9,295,535,551,887,628,401,813,37
34,671,537,657,554,919,192,504,518,927,941,869,609,996,752,316,935,785,949,890,260,114,313,990,667,309,838,127,250,399,604,256,673
712,566,340,168,266,968,122,352,11,35,194,819,109,350,430,187,543,563,196,111,50,826,753,442,517,157,857,506,550,71,831,822,632
0,916,317,486,898,970,286,555,502,331,808,442,974,293,815,88,681,750,401,904,399,383,566,514,380,976,86,948,309,889,473,183,780
853,249,708,230,501,534,209,845,896,687,217,568,184,156,167,251,741,218,71,770,58,440,807,78,759,79,654,409,767,982,689,305,237
